,State,FIPS,County [2],County Seat,population,total area km,total area mi,Latitude,Longitude
284,CO,8077,Mesa,Grand Junction,"146,723","8,653.47","3,341.12",+39.019492°,–108.461837°
285,CO,8079,Mineral,Creede,712,"2,273.19",877.682,+37.651478°,–106.932300°
286,CO,8081,Moffat,Craig,"13,795","12,304.81","4,750.91",+40.573984°,–108.204521°
287,CO,8083,Montezuma,Cortez,"25,535","5,283.97","2,040.15",+37.338025°,–108.595786°
288,CO,8085,Montrose,Montrose,"41,276","5,808.30","2,242.60",+38.413427°,–108.263042°
289,CO,8087,Morgan,Fort Morgan,"28,159","3,350.78","1,293.74",+40.262354°,–103.807092°
290,CO,8089,Otero,La Junta,"18,831","3,288.52","1,269.70",+37.884170°,–103.721260°
291,CO,8091,Ouray,Ouray,"4,436","1,404.32",542.211,+38.150600°,–107.767133°
292,CO,8093,Park,Fairplay,"16,206","5,725.57","2,210.65",+39.118914°,–105.717648°
293,CO,8095,Phillips,Holyoke,"4,442","1,782.03",688.045,+40.594712°,–102.345105°
294,CO,8097,Pitkin,Aspen,"17,148","2,520.56",973.195,+39.217533°,–106.915943°
295,CO,8099,Prowers,Lamar,"12,551","4,258.78","1,644.32",+37.958181°,–102.392161°
296,CO,8101,Pueblo,Pueblo,"159,063","6,210.26","2,397.80",+38.170658°,–104.489893°
297,CO,8103,Rio Blanco,Meeker,"6,666","8,347.05","3,222.81",+39.972606°,–108.200685°
298,CO,8105,Rio Grande,Del Norte,"11,982","2,362.94",912.338,+37.485763°,–106.453214°
299,CO,8107,Routt,Steamboat Springs,"23,509","6,133.45","2,368.14",+40.483160°,–106.985289°
300,CO,8109,Saguache,Saguache,"6,108","8,210.90","3,170.25",+38.033952°,–106.246675°
301,CO,8111,San Juan,Silverton,699,"1,005.62",388.274,+37.781075°,–107.670257°
302,CO,8113,San Miguel,Telluride,"7,359","3,337.52","1,288.62",+38.009374°,–108.427326°
303,CO,8115,Sedgwick,Julesburg,"2,379","1,422.95",549.404,+40.871568°,–102.355358°
304,CO,8117,Summit,Breckenridge,"27,994","1,603.92",619.278,+39.621023°,–106.137555°
305,CO,8119,Teller,Cripple Creek,"23,350","1,447.71",558.964,+38.871994°,–105.182552°
306,CO,8121,Washington,Akron,"4,814","6,536.88","2,523.90",+39.965413°,–103.209605°
307,CO,8123,Weld,Greeley,"252,825","10,403.45","4,016.80",+40.555794°,–104.383649°
308,CO,8125,Yuma,Wray,"10,043","6,134.92","2,368.70",+40.000631°,–102.422649°
309,CT,9001,Fairfield [6],Bridgeport [6],"916,829","2,167.62",836.923,+41.228103°,–73.366757°
310,CT,9003,Hartford [6],Hartford [6],"894,014","1,944.11",750.624,+41.806053°,–72.732916°
311,CT,9005,Litchfield [6],Litchfield [6],"189,927","2,446.41",944.562,+41.791897°,–73.235428°
312,CT,9007,Middlesex [6],Middletown [6],"165,676","1,137.17",439.063,+41.434525°,–72.524227°
313,CT,9009,New Haven [6],New Haven [6],"862,477","2,232.72",862.057,+41.349717°,–72.900204°
314,CT,9011,New London [6],New London [6],"274,055","1,998.69",771.699,+41.478630°,–72.103452°
315,CT,9013,Tolland [6],Rockville [6],"152,691","1,080.15",417.047,+41.858076°,–72.340977°
316,CT,9015,Windham [6],Willimantic [6],"118,428","1,350.52",521.44,+41.824999°,–71.990702°
317,DE,10001,Kent,Dover,"162,310","2,067.67",798.331,+39.097088°,–75.502982°
318,DE,10003,New Castle,Wilmington,"538,479","1,279.46",494.003,+39.575915°,–75.644132°
319,DE,10005,Sussex,Georgetown,"197,145","3,098.64","1,196.39",+38.677511°,–75.335495°
320,DC,11001,District of Columbia [7],Washington [7],"601,723",177,68.34,+38.904149°,–77.017094°
321,FL,12001,Alachua,Gainesville,"247,336","2,509.20",968.808,+29.675740°,–82.357221°
322,FL,12003,Baker,Macclenny,"27,115","1,525.43",588.971,+30.324442°,–82.302284°
323,FL,12005,Bay,Panama City,"168,852","2,675.85","1,033.15",+30.237563°,–85.631348°
324,FL,12007,Bradford,Starke,"28,520",778.262,300.489,+29.946934°,–82.166796°
325,FL,12009,Brevard,Titusville,"543,376","4,032.60","1,557.00",+28.298276°,–80.700384°
326,FL,12011,Broward,Fort Lauderdale,"1,748,066","3,426.20","1,322.86",+26.193520°,–80.476658°
327,FL,12013,Calhoun,Blountstown,"14,625","1,487.46",574.313,+30.388801°,–85.197916°
328,FL,12015,Charlotte,Punta Gorda,"159,978","2,222.99",858.301,+26.868826°,–81.940858°
329,FL,12017,Citrus,Inverness,"141,236","2,002.82",773.294,+28.843628°,–82.524796°
330,FL,12019,Clay,Green Cove Springs,"190,865","1,666.78",643.548,+29.987116°,–81.858147°
331,FL,12021,Collier,East Naples,"321,520","5,969.96","2,305.02",+26.118713°,–81.400884°
332,FL,12023,Columbia,Lake City,"67,531","2,075.43",801.328,+30.221305°,–82.623127°
333,FL,12027,DeSoto,Arcadia,"34,862","1,656.25",639.482,+27.190581°,–81.806253°
334,FL,12029,Dixie,Cross City,"16,422","2,236.84",863.65,+29.580899°,–83.195666°
335,FL,12031,Duval,Jacksonville,"864,263","2,378.78",918.452,+30.335245°,–81.648113°
336,FL,12033,Escambia,Pensacola,"297,619","2,265.47",874.704,+30.611664°,–87.339040°
337,FL,12035,Flagler,Bunnell,"95,696","1,478.43",570.825,+29.474894°,–81.286362°
338,FL,12037,Franklin,Apalachicola,"11,549","2,658.61","1,026.49",+29.810176°,–84.799174°
339,FL,12039,Gadsden,Quincy,"46,389","1,368.88",528.528,+30.579170°,–84.612783°
340,FL,12041,Gilchrist,Trenton,"16,939",920.064,355.239,+29.723456°,–82.795801°
341,FL,12043,Glades,Moore Haven,"12,884","2,555.93",986.848,+26.954810°,–81.190820°
342,FL,12045,Gulf,Port St. Joe,"15,863","1,956.89",755.561,+29.907257°,–85.256537°
343,FL,12047,Hamilton,Jasper,"14,799","1,344.35",519.056,+30.491102°,–82.951049°
344,FL,12049,Hardee,Wauchula,"27,731","1,653.29",638.339,+27.492846°,–81.821580°
345,FL,12051,Hendry,LaBelle,"39,140","3,082.08","1,190.00",+26.539340°,–81.151584°
346,FL,12053,Hernando,Brooksville,"172,778","1,525.56",589.022,+28.567911°,–82.464835°
347,FL,12055,Highlands,Sebring,"98,786","2,864.62","1,106.04",+27.342627°,–81.340921°
348,FL,12057,Hillsborough,Tampa,"1,229,226","3,278.31","1,265.77",+27.906590°,–82.349568°
349,FL,12059,Holmes,Bonifay,"19,927","1,266.63",489.047,+30.866222°,–85.812959°
350,FL,12061,Indian River,Vero Beach,"138,028","1,598.04",617.006,+27.700638°,–80.574803°
351,FL,12063,Jackson,Marianna,"49,746","2,472.31",954.564,+30.787812°,–85.210374°
352,FL,12065,Jefferson,Monticello,"14,761","1,648.62",636.535,+30.424558°,–83.890859°
353,FL,12067,Lafayette,Mayo,"8,870","1,419.08",547.908,+29.990066°,–83.178510°
354,FL,12069,Lake,Tavares,"297,052","2,996.52","1,156.96",+28.764113°,–81.712282°
355,FL,12071,Lee,Fort Myers,"618,754","3,140.26","1,212.46",+26.552134°,–81.892250°
356,FL,12073,Leon,Tallahassee,"275,487","1,817.63",701.789,+30.459310°,–84.277800°
357,FL,12075,Levy,Bronson,"40,801","3,659.12","1,412.80",+29.284409°,–82.783483°
358,FL,12077,Liberty,Bristol,"8,365","2,183.68",843.123,+30.259849°,–84.868581°
359,FL,12079,Madison,Madison,"19,224","1,853.61",715.683,+30.447228°,–83.470437°
360,FL,12081,Manatee,Bradenton,"322,833","2,312.03",892.679,+27.481386°,–82.365784°
361,FL,12083,Marion,Ocala,"331,298","4,306.14","1,662.61",+29.202805°,–82.043100°
362,FL,12085,Martin,Stuart,"146,318","1,949.82",752.829,+27.079954°,–80.398211°
363,FL,12086,Miami-Dade,Miami,"2,496,435","6,296.73","2,431.18",+25.610494°,–80.499045°
364,FL,12087,Monroe,Key West,"73,090","9,680.14","3,737.52",+25.601043°,–81.206777°
365,FL,12089,Nassau,Fernandina Beach,"73,314","1,880.13",725.921,+30.605926°,–81.764929°
366,FL,12091,Okaloosa,Crestview,"180,822","2,802.57","1,082.08",+30.665858°,–86.594194°
367,FL,12093,Okeechobee,Okeechobee,"39,996","2,310.03",891.907,+27.385592°,–80.887388°
368,FL,12095,Orange,Orlando,"1,145,956","2,598.43","1,003.26",+28.514435°,–81.323295°
369,FL,12097,Osceola,Kissimmee,"268,685","3,900.28","1,505.91",+28.059027°,–81.139312°
370,FL,12099,Palm Beach,West Palm Beach,"1,320,134","6,171.97","2,383.01",+26.645763°,–80.448673°
371,FL,12101,Pasco,Dade City,"464,697","2,249.29",868.454,+28.302024°,–82.455707°
372,FL,12103,Pinellas,Clearwater,"916,542","1,575.04",608.127,+27.903122°,–82.739518°
373,FL,12105,Polk,Bartow,"602,095","5,207.30","2,010.55",+27.953115°,–81.692783°
374,FL,12107,Putnam,Palatka,"74,364","2,141.72",826.921,+29.606006°,–81.740894°
375,FL,12109,St. Johns,Milton,"190,039","2,127.74",821.525,+29.890593°,–81.383914°
376,FL,12111,St. Lucie,Sarasota,"277,789","1,782.19",688.107,+27.380775°,–80.443364°
377,FL,12113,Santa Rosa,Sanford,"151,372","3,040.07","1,173.78",+30.703633°,–87.014255°
378,FL,12115,Sarasota,St. Augustine,"379,448","1,878.63",725.344,+27.184386°,–82.365835°
379,FL,12117,Seminole,Fort Pierce,"422,718",894.308,345.294,+28.690079°,–81.131980°
380,FL,12119,Sumter,Bushnell,"93,420","1,501.74",579.826,+28.714294°,–82.074715°
381,FL,12121,Suwannee,Live Oak,"41,551","1,792.94",692.256,+30.189244°,–82.992754°
382,FL,12123,Taylor,Perry,"22,570","3,191.39","1,232.20",+30.016943°,–83.616417°
383,FL,12125,Union,Lake Butler,"15,535",646.856,249.753,+30.054280°,–82.366918°
384,FL,12127,Volusia,DeLand,"494,593","3,709.99","1,432.44",+29.057617°,–81.161813°
385,FL,12129,Wakulla,Crawfordville,"30,776","1,905.52",735.726,+30.140378°,–84.375136°
386,FL,12131,Walton,De Funiak Springs,"55,043","3,210.54","1,239.60",+30.631211°,–86.176614°
387,FL,12133,Washington,Chipley,"24,896","1,595.31",615.954,+30.602217°,–85.662797°
388,GA,13001,Appling,Baxley,"18,236","1,326.75",512.261,+31.739712°,–82.290103°
389,GA,13003,Atkinson,Pearson,"8,375",892.338,344.534,+31.300562°,–82.883614°
390,GA,13005,Bacon,Alma,"11,096",740.277,285.823,+31.563327°,–82.387859°
391,GA,13007,Baker,Newton,"3,451",904.264,349.139,+31.319622°,–84.454857°
392,GA,13009,Baldwin,Milledgeville,"45,720",692.591,267.411,+33.059532°,–83.255362°
393,GA,13011,Banks,Homer,"18,395",605.763,233.887,+34.351922°,–83.498441°
394,GA,13013,Barrow,Winder,"69,367",422.016,162.941,+33.992009°,–83.712303°
395,GA,13015,Bartow,Cartersville,"100,157","1,217.59",470.113,+34.240918°,–84.838188°
396,GA,13017,Ben Hill,Fitzgerald,"17,634",657.616,253.908,+31.740776°,–83.147190°
397,GA,13019,Berrien,Nashville,"19,286","1,185.91",457.883,+31.274308°,–83.231906°
398,GA,13021,Bibb,Macon,"155,547",661.394,255.366,+32.808844°,–83.694193°
399,GA,13023,Bleckley,Cochran,"13,063",567.548,219.132,+32.435403°,–83.331717°
400,GA,13025,Brantley,Nahunta,"18,411","1,158.25",447.202,+31.197334°,–81.982978°
401,GA,13027,Brooks,Quitman,"16,243","1,289.30",497.801,+30.833696°,–83.588971°
402,GA,13029,Bryan,Pembroke,"30,233","1,177.04",454.456,+32.017969°,–81.438543°
403,GA,13031,Bulloch,Statesboro,"70,217","1,783.53",688.625,+32.393408°,–81.743810°
404,GA,13033,Burke,Waynesboro,"23,316","2,162.60",834.983,+33.063737°,–82.003890°
405,GA,13035,Butts,Jackson,"23,655",487.024,188.041,+33.290355°,–83.958221°
406,GA,13037,Calhoun,Morgan,"6,694",734.463,283.578,+31.521279°,–84.626290°
407,GA,13039,Camden,Woodbine,"50,513","2,025.02",781.865,+30.916358°,–81.636516°
408,GA,13043,Candler,Metter,"10,998",644.539,248.858,+32.403986°,–82.071446°
409,GA,13045,Carroll,Carrollton,"110,527","1,304.93",503.836,+33.582237°,–85.080527°
410,GA,13047,Catoosa,Ringgold,"63,942",420.771,162.46,+34.899393°,–85.137353°
411,GA,13049,Charlton,Folkston,"12,171","2,026.34",782.374,+30.779904°,–82.139644°
412,GA,13051,Chatham,Savannah,"265,128","1,637.55",632.263,+31.974756°,–81.091768°
413,GA,13053,Chattahoochee,Cusseta,"11,267",650.516,251.166,+32.347445°,–84.788021°
414,GA,13055,Chattooga,Summerville,"26,015",812.113,313.558,+34.474179°,–85.345289°
415,GA,13057,Cherokee,Canton,"214,346","1,125.10",434.406,+34.244317°,–84.475057°
416,GA,13059,Clarke,Athens,"116,714",313.48,121.035,+33.952234°,–83.367130°
417,GA,13061,Clay,Fort Gaines,"3,183",562.635,217.234,+31.619831°,–84.992583°
418,GA,13063,Clayton,Jonesboro,"259,424",373.817,144.332,+33.552242°,–84.412977°
419,GA,13065,Clinch,Homerville,"6,798","2,134.13",823.993,+30.917653°,–82.702614°
420,GA,13067,Cobb,Marietta,"688,078",892.297,344.518,+33.939940°,–84.574166°
421,GA,13069,Coffee,Douglas,"42,356","1,560.86",602.65,+31.549245°,–82.844938°
422,GA,13071,Colquitt,Moultrie,"45,498","1,441.69",556.639,+31.189758°,–83.769741°
423,GA,13073,Columbia,Appling,"124,053",796.692,307.605,+33.550556°,–82.251342°
424,GA,13075,Cook,Adel,"17,212",603.993,233.203,+31.152935°,–83.429552°
425,GA,13077,Coweta,Newnan,"127,317","1,154.66",445.817,+33.352897°,–84.762138°
426,GA,13079,Crawford,Knoxville,"12,630",845.511,326.453,+32.709446°,–83.979182°
427,GA,13081,Crisp,Cordele,"23,439",727.66,280.951,+31.914753°,–83.753338°
428,GA,13083,Dade,Trenton,"16,633",451.073,174.16,+34.852424°,–85.506201°
429,GA,13085,Dawson,Dawsonville,"22,330",555.315,214.409,+34.442842°,–84.173284°
430,GA,13087,Decatur,Bainbridge,"27,842","1,614.00",623.168,+30.877961°,–84.577744°
431,GA,13089,DeKalb,Decatur,"691,893",702.254,271.142,+33.770661°,–84.226343°
432,GA,13091,Dodge,Eastman,"21,796","1,303.06",503.114,+32.160656°,–83.156818°
433,GA,13093,Dooly,Vienna,"14,918","1,028.96",397.284,+32.151995°,–83.807167°
434,GA,13095,Dougherty,Albany,"94,565",866.694,334.633,+31.535068°,–84.214444°
435,GA,13097,Douglas,Douglasville,"132,403",520.655,201.026,+33.699317°,–84.765944°
436,GA,13099,Early,Blakely,"11,008","1,337.33",516.346,+31.324191°,–84.906723°
437,GA,13101,Echols,Statenville,"4,034","1,089.66",420.719,+30.708500°,–82.836132°
438,GA,13103,Effingham,Springfield,"52,250","1,250.78",482.931,+32.361711°,–81.343337°
439,GA,13105,Elbert,Elberton,"20,166",969.216,374.216,+34.115017°,–82.842057°
440,GA,13107,Emanuel,Swainsboro,"22,598","1,787.56",690.182,+32.591100°,–82.299763°
441,GA,13109,Evans,Claxton,"11,000",483.99,186.87,+32.151902°,–81.887618°
442,GA,13111,Fannin,Blue Ridge,"23,682","1,015.17",391.96,+34.863837°,–84.319287°
443,GA,13113,Fayette,Fayetteville,"106,567",516.241,199.321,+33.412717°,–84.493941°
444,GA,13115,Floyd,Rome,"96,317","1,342.82",518.466,+34.263677°,–85.213730°
445,GA,13117,Forsyth,Cumming,"175,511",640.157,247.166,+34.225143°,–84.127336°
446,GA,13119,Franklin,Carnesville,"22,084",690.105,266.452,+34.375155°,–83.227291°
447,GA,13121,Fulton,Atlanta,"920,581","1,383.90",534.325,+33.790034°,–84.468182°
448,GA,13123,Gilmer,Ellijay,"28,292","1,116.92",431.246,+34.690541°,–84.453984°
449,GA,13125,Glascock,Gibson,"3,082",374.132,144.453,+33.227491°,–82.606913°
450,GA,13127,Glynn,Brunswick,"79,626","1,515.79",585.248,+31.212747°,–81.496517°
451,GA,13129,Gordon,Calhoun,"55,186",927.327,358.043,+34.509667°,–84.873862°
452,GA,13131,Grady,Cairo,"25,011","1,192.08",460.264,+30.875863°,–84.244772°
453,GA,13133,Greene,Greensboro,"15,994","1,052.08",406.21,+33.576836°,–83.167103°
454,GA,13135,Gwinnett,Lawrenceville,"805,321","1,131.24",436.775,+33.959101°,–84.022938°
455,GA,13137,Habersham,Clarkesville,"43,041",722.672,279.026,+34.635108°,–83.526406°
456,GA,13139,Hall,Gainesville,"179,684","1,111.87",429.295,+34.317588°,–83.818497°
457,GA,13141,Hancock,Sparta,"9,429","1,239.78",478.681,+33.269220°,–83.000465°
458,GA,13143,Haralson,Buchanan,"28,780",733.42,283.175,+33.795165°,–85.220062°
459,GA,13145,Harris,Hamilton,"32,024","1,224.95",472.956,+32.731549°,–84.912432°
460,GA,13147,Hart,Hartwell,"25,213",665.492,256.948,+34.348733°,–82.963290°
461,GA,13149,Heard,Franklin,"11,834",779.831,301.094,+33.290968°,–85.139594°
462,GA,13151,Henry,McDonough,"203,922",845.752,326.547,+33.452881°,–84.154440°
463,GA,13153,Houston,Perry,"139,900",983.991,379.921,+32.458381°,–83.662856°
464,GA,13155,Irwin,Ocilla,"9,538",939.551,362.763,+31.604306°,–83.277037°
465,GA,13157,Jackson,Jefferson,"60,485",888.623,343.099,+34.134157°,–83.565133°
466,GA,13159,Jasper,Monticello,"13,900",967.269,373.465,+33.314905°,–83.687892°
467,GA,13161,Jeff Davis,Hazlehurst,"15,068",868.677,335.398,+31.811615°,–82.636825°
468,GA,13163,Jefferson,Louisville,"16,930","1,371.83",529.667,+33.051874°,–82.419050°
469,GA,13165,Jenkins,Millen,"8,340",912.901,352.473,+32.794563°,–81.971524°
470,GA,13167,Johnson,Wrightsville,"9,980",794.072,306.592,+32.689831°,–82.661354°
471,GA,13169,Jones,Gray,"28,669","1,024.12",395.417,+33.020226°,–83.562339°
472,GA,13171,Lamar,Barnesville,"18,317",481.309,185.834,+33.074460°,–84.146721°
473,GA,13173,Lanier,Lakeland,"10,078",517.45,199.788,+31.038197°,–83.063164°
474,GA,13175,Laurens,Dublin,"48,434","2,119.83",818.471,+32.393220°,–82.926317°
475,GA,13177,Lee,Leesburg,"28,298",936.884,361.733,+31.818419°,–84.146681°
476,GA,13179,Liberty,Hinesville,"63,453","1,560.54",602.527,+31.807245°,–81.457969°
477,GA,13181,Lincoln,Lincolnton,"7,996",666.398,257.298,+33.792151°,–82.448299°
478,GA,13183,Long,Ludowici,"14,464","1,045.87",403.813,+31.749563°,–81.742870°
479,GA,13185,Lowndes,Valdosta,"109,233","1,322.38",510.575,+30.833680°,–83.268967°
480,GA,13187,Lumpkin,Dahlonega,"29,966",736.066,284.197,+34.568149°,–83.998828°
481,GA,13189,McDuffie,Thomson,"21,875",689.941,266.388,+33.482464°,–82.473188°
482,GA,13191,McIntosh,Darien,"14,333","1,486.38",573.893,+31.482978°,–81.370199°
483,GA,13193,Macon,Oglethorpe,"14,740","1,051.51",405.992,+32.366216°,–84.052162°
484,GA,13195,Madison,Danielsville,"28,120",739.669,285.588,+34.128486°,–83.203637°
485,GA,13197,Marion,Buena Vista,"8,742",951.77,367.48,+32.359538°,–84.529561°
486,GA,13199,Meriwether,Greenville,"21,992","1,309.00",505.406,+33.030220°,–84.663279°
487,GA,13201,Miller,Colquitt,"6,125",734.683,283.663,+31.162908°,–84.730386°
488,GA,13205,Mitchell,Camilla,"23,498","1,330.80",513.824,+31.228940°,–84.192407°
489,GA,13207,Monroe,Forsyth,"26,424","1,030.33",397.811,+33.017435°,–83.922938°
490,GA,13209,Montgomery,Mount Vernon,"9,123",633.752,244.692,+32.172108°,–82.533349°
491,GA,13211,Morgan,Madison,"17,868",918.463,354.62,+33.593732°,–83.492324°
492,GA,13213,Murray,Chatsworth,"39,628",897.852,346.662,+34.797097°,–84.737990°
493,GA,13215,Muscogee,Columbus,"189,885",572.404,221.006,+32.510197°,–84.874946°
494,GA,13217,Newton,Covington,"99,958",723.119,279.198,+33.544046°,–83.855189°
495,GA,13219,Oconee,Watkinsville,"32,808",482.701,186.372,+33.834125°,–83.437728°
496,GA,13221,Oglethorpe,Lexington,"14,899","1,144.87",442.039,+33.866806°,–83.074081°
497,GA,13223,Paulding,Dallas,"142,324",814.141,314.342,+33.920903°,–84.866979°
498,GA,13225,Peach,Fort Valley,"27,695",391.867,151.3,+32.571324°,–83.831978°
499,GA,13227,Pickens,Jasper,"29,431",602.722,232.712,+34.456621°,–84.490256°
500,GA,13229,Pierce,Blackshear,"18,758",888.961,343.23,+31.353988°,–82.210427°
501,GA,13231,Pike,Zebulon,"17,869",568.256,219.405,+33.090769°,–84.386627°
502,GA,13233,Polk,Cedartown,"41,475",808.441,312.14,+33.995961°,–85.186826°
503,GA,13235,Pulaski,Hawkinsville,"12,010",650.622,251.207,+32.238794°,–83.481855°
504,GA,13237,Putnam,Eatonton,"21,218",934.174,360.687,+33.321061°,–83.371790°
505,GA,13239,Quitman,Georgetown,"2,513",415.861,160.565,+31.861487°,–85.009317°
506,GA,13241,Rabun,Clayton,"16,276",976.122,376.883,+34.883026°,–83.404735°
507,GA,13243,Randolph,Cuthbert,"7,719","1,115.96",430.873,+31.762651°,–84.752311°
508,GA,13245,Richmond,Augusta,"200,549",851.047,328.591,+33.361487°,–82.074998°
509,GA,13247,Rockdale,Conyers,"85,215",342.132,132.098,+33.652081°,–84.026370°
